RouteID,VehicleCount,AverageSpeed,MaximumSpeed,MinimumSpeed,AverageLatitude,AverageLongitude,AverageBearing
2256897,5,0.0,0.0,0.0,51.37084884643555,-0.30435280203819276,90.0
211443,1,0.0,0.0,0.0,51.30817413330078,0.8914369940757751,286.0
7790937,6,0.0,0.0,0.0,51.47316106160482,-0.40855833888053894,217.5
5250,7,0.0,0.0,0.0,53.442735399518696,-2.2145699773515974,109.0
103466,8,0.0,0.0,0.0,53.38938236236572,-1.4587735086679459,45.125
1697766,2,0.0,0.0,0.0,52.15041732788086,-0.46312201023101807,210.0
53182,7,0.0,0.0,0.0,51.609408787318635,-1.3246627024241857,214.0
5240,2,0.0,0.0,0.0,52.755897521972656,0.41818898916244507,179.5
12560,4,0.0,0.0,0.0,53.57895851135254,-0.5695649981498718,162.0
46054,2,0.0,0.0,0.0,53.04530906677246,-2.174467921257019,105.5
102406,1,0.0,0.0,0.0,55.01006317138672,-1.6205650568008423,174.0
105674,1,0.0,0.0,0.0,0.0,0.0,0.0
89897,1,0.0,0.0,0.0,53.6388053894043,-1.7792340517044067,-1.0
95084,4,0.0,0.0,0.0,51.690531730651855,-2.6907907724380493,64.5
2855676,2,0.0,0.0,0.0,54.99684715270996,-1.53701651096344,142.0
8193,8,0.0,0.0,0.0,53.367194175720215,-2.9043381214141846,78.25
138480,12,0.0,0.0,0.0,51.37647501627604,-0.10459183373798926,161.25
89479,11,0.0,0.0,0.0,48.59972173517401,-2.662708434191617,111.81818181818181
74365,2,0.0,0.0,0.0,52.69379234313965,-2.752875566482544,32.0
3731003,1,0.0,0.0,0.0,51.59099197387695,-0.7842029929161072,306.0
25,1,0.0,0.0,0.0,51.57566833496094,-3.217529058456421,174.0
41421,4,0.0,0.0,0.0,51.777645111083984,-2.2473597526550293,90.0
5674,5,0.0,0.0,0.0,52.831713104248045,0.45901659727096555,117.6
72348,1,0.0,0.0,0.0,53.401981353759766,-2.1698620319366455,340.0
3248183,2,0.0,0.0,0.0,52.68350791931152,-2.378859519958496,74.5
138447,25,0.0,0.0,0.0,51.591573028564454,-0.15646092101931572,140.4
9951712,6,0.0,0.0,0.0,53.37370236714681,-1.466469168663025,59.5
80723,1,0.0,0.0,0.0,50.17708206176758,-5.420539855957031,311.0
12094789,3,0.0,0.0,0.0,52.3728879292806,1.1226633389790852,50.666666666666664
81942,8,0.0,0.0,0.0,53.517271995544434,-2.3966228365898132,97.5
3276,3,0.0,0.0,0.0,51.50198491414388,-2.553218364715576,41.666666666666664
84157,1,0.0,0.0,0.0,53.390079498291016,-2.5913660526275635,-1.0
132726,2,0.0,0.0,0.0,52.369056701660156,-1.2411594986915588,189.0
72539,1,0.0,0.0,0.0,50.920448303222656,-1.3123530149459839,168.0
7834725,4,0.0,0.0,0.0,51.487592697143555,-2.6316352486610413,190.5
120650,2,0.0,0.0,0.0,51.376869201660156,-2.363826036453247,-1.0
86762,7,0.0,0.0,0.0,54.886871337890625,-1.5176311561039515,69.42857142857143
58732,6,0.0,0.0,0.0,52.52863057454427,-2.078411857287089,185.66666666666666
86080,2,0.0,0.0,0.0,54.43210792541504,-2.9964659214019775,207.0
131777,2,0.0,0.0,0.0,53.480642318725586,-0.21354450657963753,285.0
11872538,1,0.0,0.0,0.0,52.699405670166016,-1.3454430103302002,-1.0
17878,5,0.0,0.0,0.0,53.77125854492188,-0.33386980295181273,225.6
58946,14,0.0,0.0,0.0,53.369301659720286,-2.9162966864449635,125.35714285714286
132157,5,0.0,0.0,0.0,53.36521530151367,-3.066647005081177,236.4
25989,1,0.0,0.0,0.0,51.6970329284668,-3.0329930782318115,282.0
12197417,24,0.0,0.0,0.0,51.54567273457845,-0.06657733294802408,125.625
8880325,14,0.0,0.0,0.0,51.56377438136509,-0.0006860000596913908,106.07142857142857
116221,6,0.0,0.0,0.0,53.520529429117836,-2.975448648134867,125.16666666666667
6459,3,0.0,0.0,0.0,53.23606491088867,0.2336099992195765,223.66666666666666
10082,7,0.0,0.0,0.0,51.19864545549665,-0.20165500257696425,85.28571428571429
92158,1,0.0,0.0,0.0,53.594032287597656,-2.2209370136260986,-1.0
82015,10,0.0,0.0,0.0,53.573463439941406,-2.5330461263656616,185.0
102307,1,0.0,0.0,0.0,51.702476501464844,-1.9425909519195557,163.0
66731,1,0.0,0.0,0.0,52.4932975769043,0.047835998237133026,62.0
14580,1,0.0,0.0,0.0,51.375892639160156,0.5000429749488831,14.0
4062,5,0.0,0.0,0.0,52.19198303222656,-2.2362862110137938,91.8
115113,2,0.0,0.0,0.0,54.76879692077637,-1.5808724761009216,322.0
13425,4,0.0,0.0,0.0,51.40937423706055,0.5013582482933998,170.75
89006,5,0.0,0.0,0.0,53.97256851196289,-1.102271604537964,116.8
131543,1,0.0,0.0,0.0,53.22595977783203,-0.5370439887046814,198.0
98461,3,0.0,0.0,0.0,52.756727854410805,-1.9256316423416138,160.33333333333334
96069,5,0.0,0.0,0.0,51.60518798828125,-1.065154206752777,132.2
7910,4,0.0,0.0,0.0,52.41108798980713,-1.554543524980545,182.0
